Official Name,NORAD Number,Nation,Operator,Users,Application,Detailed Purpose,Orbit,Class of Orbit,Type of Orbit,Period (minutes),Mass (kg),COSPAR Number,Date of Launch,Expected Lifetime (yrs),Equipment,Describe
Starlink-1785 ,47124,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088C,24/11/2020,4,,
Starlink-1786 ,46688,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073U,18/10/2020,4,,
Starlink-1787 ,47125,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088D,24/11/2020,4,,
Starlink-1788 ,46689,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073V,18/10/2020,4,,
Starlink-1789 ,46690,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073W,18/10/2020,4,,
Starlink-1790 ,46691,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073X,18/10/2020,4,,
Starlink-1791 ,46692,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073Y,18/10/2020,4,,
Starlink-1792 ,46693,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073Z,18/10/2020,4,,
Starlink-1793 ,46694,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073AA,18/10/2020,4,,
Starlink-1794 ,46695,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073AB,18/10/2020,4,,
Starlink-1795 ,46696,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073AC,18/10/2020,4,,
Starlink-1796 ,46697,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073AD,18/10/2020,4,,
Starlink-1797 ,46698,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073AE,18/10/2020,4,,
Starlink-1798 ,46779,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074AS,24/10/2020,4,,
Starlink-1799 ,46699,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073AF,18/10/2020,4,,
Starlink-1800 ,46700,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073AG,18/10/2020,4,,
Starlink-1801 ,46701,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073AH,18/10/2020,4,,
Starlink-1802 ,46702,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073AJ,18/10/2020,4,,
Starlink-1803 ,46703,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073AK,18/10/2020,4,,
Starlink-1804 ,46704,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073AL,18/10/2020,4,,
Starlink-1805 ,46705,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073AM,18/10/2020,4,,
Starlink-1807 ,46706,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073AN,18/10/2020,4,,
Starlink-1808 ,46707,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073AP,18/10/2020,4,,
Starlink-1809 ,46708,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073AQ,18/10/2020,4,,
Starlink-1810 ,46709,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073AR,18/10/2020,4,,
Starlink-1811 ,46710,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073AS,18/10/2020,4,,
Starlink-1812 ,47126,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088E,24/11/2020,4,,
Starlink-1813 ,46711,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073AT,18/10/2020,4,,
Starlink-1814 ,46712,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073AU,18/10/2020,4,,
Starlink-1815 ,46713,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073AV,18/10/2020,4,,
Starlink-1816 ,46714,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073AW,18/10/2020,4,,
Starlink-1817 ,46715,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073AX,18/10/2020,4,,
Starlink-1818 ,46716,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073AY,18/10/2020,4,,
Starlink-1820 ,46717,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073AZ ,18/10/2020,4,,
Starlink-1821 ,46718,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073BA,18/10/2020,4,,
Starlink-1822 ,46719,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073BB,18/10/2020,4,,
Starlink-1823 ,46720,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073BC,18/10/2020,4,,
Starlink-1824 ,46721,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073BD,18/10/2020,4,,
Starlink-1825 ,46722,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073BE,18/10/2020,4,,
Starlink-1826 ,46723,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073BF,18/10/2020,4,,
Starlink-1827 ,46724,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073BG,18/10/2020,4,,
Starlink-1828 ,46725,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073BH,18/10/2020,4,,
Starlink-1829 ,46726,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073BJ,18/10/2020,4,,
Starlink-1830 ,46727,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073BK,18/10/2020,4,,
Starlink-1831 ,46728,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073BL,18/10/2020,4,,
Starlink-1832 ,46780,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074AT,24/10/2020,4,,
Starlink-1833 ,46759,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074W,24/10/2020,4,,
Starlink-1834 ,46781,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074AU,24/10/2020,4,,
Starlink-1835 ,46782,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074AV,24/10/2020,4,,
Starlink-1836 ,47127,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088F,24/11/2020,4,,
Starlink-1837 ,47128,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088G,24/11/2020,4,,
Starlink-1838 ,47129,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088H,24/11/2020,4,,
Starlink-1839 ,47130,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088J,24/11/2020,4,,
Starlink-1840 ,47131,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088K,24/11/2020,4,,
Starlink-1841 ,46729,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-073BM,18/10/2020,4,,
Starlink-1842 ,47132,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088L,24/11/2020,4,,
Starlink-1843 ,47133,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088M,24/11/2020,4,,
Starlink-1844 ,47134,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088N,24/11/2020,4,,
Starlink-1845 ,47135,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088P,24/11/2020,4,,
Starlink-1846 ,47136,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088Q,24/11/2020,4,,
Starlink-1847 ,46739,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074A,24/10/2020,4,,
Starlink-1848 ,46740,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074B,24/10/2020,4,,
Starlink-1849 ,47137,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088R,24/11/2020,4,,
Starlink-1850 ,47138,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088S,24/11/2020,4,,
Starlink-1851 ,46783,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074AW,24/10/2020,4,,
Starlink-1852 ,47139,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088T,24/11/2020,4,,
Starlink-1853 ,47140,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088U,24/11/2020,4,,
Starlink-1854 ,47141,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088V,24/11/2020,4,,
Starlink-1855 ,47142,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088W,24/11/2020,4,,
Starlink-1856 ,47143,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088X,24/11/2020,4,,
Starlink-1857 ,47144,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088Y,24/11/2020,4,,
Starlink-1858 ,47145,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088Z,24/11/2020,4,,
Starlink-1859 ,47146,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088AA,24/11/2020,4,,
Starlink-1860 ,47147,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088AB,24/11/2020,4,,
Starlink-1861 ,47148,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088AC,24/11/2020,4,,
Starlink-1862 ,47149,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088AD,24/11/2020,4,,
Starlink-1863 ,47150,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088AE,24/11/2020,4,,
Starlink-1864 ,47151,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088AF,24/11/2020,4,,
Starlink-1865 ,46741,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074C,24/10/2020,4,,
Starlink-1866 ,47152,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088AG,24/11/2020,4,,
Starlink-1867 ,47153,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088AH,24/11/2020,4,,
Starlink-1868 ,47154,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088AJ,24/11/2020,4,,
Starlink-1869 ,47155,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088AK,24/11/2020,4,,
Starlink-1870 ,47156,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088AL,24/11/2020,4,,
Starlink-1871 ,47157,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088AM,24/11/2020,4,,
Starlink-1872 ,46742,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074D,24/10/2020,4,,
Starlink-1873 ,47158,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088AN,24/11/2020,4,,
Starlink-1874 ,47159,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088AP,24/11/2020,4,,
Starlink-1875 ,47160,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088AQ,24/11/2020,4,,
Starlink-1876 ,47161,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088AR,24/11/2020,4,,
Starlink-1877 ,47162,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088AS,24/11/2020,4,,
Starlink-1878 ,47163,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088AT,24/11/2020,4,,
Starlink-1879 ,47164,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088AU,24/11/2020,4,,
Starlink-1880 ,47165,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088AV,24/11/2020,4,,
Starlink-1881 ,47166,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088AW,24/11/2020,4,,
Starlink-1882 ,46784,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074AX,24/10/2020,4,,
Starlink-1883 ,46785,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074AY,24/10/2020,4,,
Starlink-1884 ,47167,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088AX,24/11/2020,4,,
Starlink-1885 ,47168,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088AY,24/11/2020,4,,
Starlink-1886 ,47169,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088AZ,24/11/2020,4,,
Starlink-1887 ,47170,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088BA,24/11/2020,4,,
Starlink-1888 ,47171,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088BB,24/11/2020,4,,
Starlink-1889 ,47172,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088BC,24/11/2020,4,,
Starlink-1890 ,47173,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088BD,24/11/2020,4,,
Starlink-1891 ,47174,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088BE,24/11/2020,4,,
Starlink-1892 ,46743,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074E,24/10/2020,4,,
Starlink-1893 ,46786,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074AZ,24/10/2020,4,,
Starlink-1894 ,46744,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074F,24/10/2020,4,,
Starlink-1895 ,47175,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088BF,24/11/2020,4,,
Starlink-1896 ,46760,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074X,24/10/2020,4,,
Starlink-1897 ,46761,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074Y,24/10/2020,4,,
Starlink-1898 ,46745,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074G,24/10/2020,4,,
Starlink-1899 ,46787,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074BA,24/10/2020,4,,
Starlink-1900 ,47176,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088BG,24/11/2020,4,,
Starlink-1901 ,46762,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074Z,24/10/2020,4,,
Starlink-1902 ,46763,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074AA,24/10/2020,4,,
Starlink-1903 ,46764,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074AB,24/10/2020,4,,
Starlink-1905 ,46746,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074H,24/10/2020,4,,
Starlink-1906 ,46765,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074AC,24/10/2020,4,,
Starlink-1907 ,47177,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088BH,24/11/2020,4,,
Starlink-1908 ,46747,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074J,24/10/2020,4,,
Starlink-1910 ,46748,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074K,24/10/2020,4,,
Starlink-1911 ,46749,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074L,24/10/2020,4,,
Starlink-1912 ,47178,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088BJ,24/11/2020,4,,
Starlink-1913 ,47179,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088BK,24/11/2020,4,,
Starlink-1914 ,47180,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088BL,24/11/2020,4,,
Starlink-1916 ,46766,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074AD,24/10/2020,4,,
Starlink-1917 ,46767,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074AE,24/10/2020,4,,
Starlink-1918 ,46768,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074AF,24/10/2020,4,,
Starlink-1919 ,46769,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074AG,24/10/2020,4,,
Starlink-1920 ,46751,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074N,24/10/2020,4,,
Starlink-1921 ,46752,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074P,24/10/2020,4,,
Starlink-1922 ,46753,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074Q,24/10/2020,4,,
Starlink-1923 ,46754,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074R,24/10/2020,4,,
Starlink-1924 ,46755,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074S,24/10/2020,4,,
Starlink-1925 ,46756,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074T,24/10/2020,4,,
Starlink-1926 ,46757,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074U,24/10/2020,4,,
Starlink-1927 ,47181,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-088BM,24/11/2020,4,,
Starlink-1928 ,46758,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074V,24/10/2020,4,,
Starlink-1929 ,46788,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074BB,24/10/2020,4,,
Starlink-1930 ,46789,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074BC,24/10/2020,4,,
Starlink-1931 ,46790,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074BD,24/10/2020,4,,
Starlink-1932 ,46770,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074AH,24/10/2020,4,,
Starlink-1933 ,46791,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074BE,24/10/2020,4,,
Starlink-1934 ,46792,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074BF,24/10/2020,4,,
Starlink-1935 ,46771,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074AJ,24/10/2020,4,,
Starlink-1936 ,46772,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074AK,24/10/2020,4,,
Starlink-1937 ,46773,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074AL,24/10/2020,4,,
Starlink-1939 ,46774,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074AM,24/10/2020,4,,
Starlink-1941 ,46793,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074BG,24/10/2020,4,,
Starlink-1942 ,46794,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074BH,24/10/2020,4,,
Starlink-1943 ,46795,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074BJ,24/10/2020,4,,
Starlink-1944 ,46796,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074BK,24/10/2020,4,,
Starlink-1945 ,46775,USA,SpaceX,Commercial,Communications,,"548km × 561km, 53°",LEO,Non-Polar Inclined,95.6,260,2020-074AN,24/10/2020,4,,
