Official Name,NORAD Number,Nation,Operator,Users,Application,Detailed Purpose,Orbit,Class of Orbit,Type of Orbit,Period (minutes),Mass (kg),International Designator,Date of Launch,Expected Lifetime (yrs),Equipment,Describe
Starlink-1177,45078,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.5,227,,29/01/2020,,,
Starlink-1178,45063,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.5,227,,29/01/2020,,,
Starlink-1179,45085,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.5,227,,29/01/2020,,,
Starlink-1180,45076,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.5,227,,29/01/2020,,,
Starlink-1181,45086,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.5,227,,29/01/2020,,,
Starlink-1182,45077,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.5,227,,29/01/2020,,,
Starlink-1183,45088,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,90.5,227,,29/01/2020,,,
Starlink-1184,45098,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.5,227,,29/01/2020,,,
Starlink-1185,45087,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.5,227,,29/01/2020,,,
Starlink-1186,45099,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.5,227,,29/01/2020,,,
Starlink-1187,45219,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1188,45220,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,91.1,227,,17/02/2020,,,
Starlink-1189,45221,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.2,227,,17/02/2020,,,
Starlink-1190,45083,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.5,227,,29/01/2020,,,
Starlink-1191,45222,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,91.1,227,,17/02/2020,,,
Starlink-1192,45180,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,91.1,227,,17/02/2020,,,
Starlink-1193,45100,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.5,227,,29/01/2020,,,
Starlink-1194,45101,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,90.5,227,,29/01/2020,,,
Starlink-1195,45102,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.5,227,,29/01/2020,,,
Starlink-1196,45103,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,90.5,227,,29/01/2020,,,
Starlink-1197,45199,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,91.1,227,,17/02/2020,,,
Starlink-1198,45200,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.2,227,,17/02/2020,,,
Starlink-1199,45201,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,91.1,227,,17/02/2020,,,
Starlink-1200,45181,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.2,227,,17/02/2020,,,
Starlink-1201,45182,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,91.2,227,,17/02/2020,,,
Starlink-1202,45183,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,91.1,227,,17/02/2020,,,
Starlink-1203,45202,USA,SpaceX,Commercial,Communications,,"548km × 550km, 53°",LEO,Non-Polar Inclined,91.1,227,,17/02/2020,,,
Starlink-1204,45203,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,91.1,227,,17/02/2020,,,
Starlink-1205,45184,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,91.1,227,,17/02/2020,,,
Starlink-1206,45204,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,91.2,227,,17/02/2020,,,
Starlink-1207,45380,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1208,45205,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,91.2,227,,17/02/2020,,,
Starlink-1209,45206,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1210,45207,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1211,45208,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1212,45223,USA,SpaceX,Commercial,Communications,,"548km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1213,45400,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1214,45224,USA,SpaceX,Commercial,Communications,,"548km × 551km, 53°",LEO,Non-Polar Inclined,90.8,227,,17/02/2020,,,
Starlink-1215,45225,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1216,45185,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1217,45226,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1218,45209,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1219,45210,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1221,45227,USA,SpaceX,Commercial,Communications,,"548km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1222,45228,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1224,45186,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1225,45187,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1226,45229,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1227,45230,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1228,45188,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1229,45231,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1230,45189,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1231,45212,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1232,45213,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1233,45214,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1234,45190,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1235,45232,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1236,45191,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1237,45192,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1238,45233,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1239,45123,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1241,45195,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1243,45234,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1244,45196,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1245,45215,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1246,45235,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,89.9,227,,17/02/2020,,,
Starlink-1247,45236,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1254,45216,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,91.2,227,,17/02/2020,,,
Starlink-1255,45399,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,92.2,227,,18/03/2020,,,
Starlink-1256,45401,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1257,45402,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1258,45381,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1259,45403,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1260,45404,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1261,45571,USA,SpaceX,Commercial,Communications,,"526km × 528km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1262,45366,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,94.6,227,,18/03/2020,,,
Starlink-1263,45405,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1264,45382,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1265,45406,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1266,45383,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1267,45384,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1269,45197,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,91,227,,17/02/2020,,,
Starlink-1270,45237,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1271,45217,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,90.3,227,,17/02/2020,,,
Starlink-1272,45386,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1273,45367,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,94.6,227,,18/03/2020,,,
Starlink-1274,45387,USA,SpaceX,Commercial,Communications,,"569km × 571km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1275,45407,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1276,45368,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,94.5,227,,18/03/2020,,,
Starlink-1277,45369,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,94.5,227,,18/03/2020,,,
Starlink-1278,45408,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,94,227,,18/03/2020,,,
Starlink-1279,45360,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1280,45388,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,94.1,227,,18/03/2020,,,
Starlink-1281,45370,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,94.6,227,,18/03/2020,,,
Starlink-1282,45409,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1283,45389,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1284,45390,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1285,45410,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1286,45417,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,94.5,227,,18/03/2020,,,
Starlink-1287,45371,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,94.4,227,,18/03/2020,,,
Starlink-1288,45372,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,94.6,227,,18/03/2020,,,
Starlink-1289,45391,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1290,45392,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1291,45393,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1292,45394,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1293,45411,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1294,45551,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1295,45373,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,94.4,227,,18/03/2020,,,
Starlink-1296,45412,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1297,45395,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1298,45413,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1299,45418,USA,SpaceX,Commercial,Communications,,"569km × 570km, 53°",LEO,Non-Polar Inclined,94,227,,18/03/2020,,,
Starlink-1300,45374,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,94.6,227,,18/03/2020,,,
Starlink-1301,45361,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1302,45375,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,94.6,227,,18/03/2020,,,
Starlink-1303,45396,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1304,45376,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,94.6,227,,18/03/2020,,,
Starlink-1305,45377,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,94.5,227,,18/03/2020,,,
Starlink-1306,45362,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,94.3,227,,18/03/2020,,,
Starlink-1307,45397,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1308,45419,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,94.5,227,,18/03/2020,,,
Starlink-1309,45414,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1310,45378,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,94.5,227,,18/03/2020,,,
Starlink-1312,45398,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1313,45364,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1316,45415,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1317,45365,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1318,45416,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53°",LEO,Non-Polar Inclined,92.1,227,,18/03/2020,,,
Starlink-1319,45379,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53°",LEO,Non-Polar Inclined,94.6,227,,18/03/2020,,,
Starlink-1320,45572,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1321,45573,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1322,45552,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1323,45553,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1324,45574,USA,SpaceX,Commercial,Communications,,"526km × 528km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1325,45554,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1326,45575,USA,SpaceX,Commercial,Communications,,"527km × 529km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1327,45555,USA,SpaceX,Commercial,Communications,,"548km × 551km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1328,45576,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1329,45531,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1330,45577,USA,SpaceX,Commercial,Communications,,"550km × 551km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1331,45578,USA,SpaceX,Commercial,Communications,,"528km × 530km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1332,45579,USA,SpaceX,Commercial,Communications,,"392km × 397km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1333,45580,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1334,45556,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1335,45581,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1336,45557,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1337,45582,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1338,45532,USA,SpaceX,Commercial,Communications,,"549km × 550km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1339,45533,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1340,45583,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1341,45534,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1342,45558,USA,SpaceX,Commercial,Communications,,"548km × 551km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1343,45584,USA,SpaceX,Commercial,Communications,,"548km × 550km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1344,45559,USA,SpaceX,Commercial,Communications,,"548km × 551km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1345,45585,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1346,45560,USA,SpaceX,Commercial,Communications,,"526km × 528km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1347,45586,USA,SpaceX,Commercial,Communications,,"510km × 512km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1348,45561,USA,SpaceX,Commercial,Communications,,"384km × 396km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1349,45587,USA,SpaceX,Commercial,Communications,,"528km × 529km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
Starlink-1350,45535,USA,SpaceX,Commercial,Communications,,"549km × 551km, 53.1°",LEO,Non-Polar Inclined,95.6,227,,22/04/2020,,,
